id,part,step,metaphor,style,time,response
f4bb03,A,3,diverge,arrow,155855,"The sales of this product have been declining alarmingly since 2010. They have had periods of apparent recovery in 2014, 2016 and 2018 but they  don't last and never make up for the previous period's decline"
f4bb03,A,4,diverge,plain,184820,The sales of this product have been declining steeply for 10  years now. In 2014 and 2016 they managed to revert the tendency but only for a very small period of time. 
f4bb03,A,5,converge,animate,218457,The company sales of this product have been almost only growing since the beginning. They had a small decline in their second year in the market but they recovered slowly but steadily in the next two years 
f4bb03,A,6,cross,arrow,137354,The sales of this product had a major decline in 2010 but they recovered quickly in the next 1.5 year. Since then their sales have been continuously growing until the last data available
f4bb03,A,7,cross,plain,142680,"The sales appear to had been growing until 2013 when there was a steep decline in sales, however this tendency only lasted for a year and since 2014 the sales have been increasing at different speeds"
f4bb03,A,8,cross,animate,105317,The product's sales had a long 2 year period of sales decline between 2012 and 2014 but the recovery was very quick and since then the sales have only been increasing
f4bb03,A,9,diverge,animate,128850,The sales of this product have been decreasing for 10 years now. Even though they managed to revert the tendency in 2014 and 2017 the recovery lasted only one year in both cases and was not enough to make up for the damage of the previous years
fb9931,A,1,converge,plain,202324,"The blue line is rising more quickly with the passage of time, which means that the sales of product a have increased over the years and from 2012 to 2020 a less drastic change is seen"
fb9931,A,2,cross,arrow,105061,"This line is more changing, with respect to that it goes down and up as the years go by, for which we can see an instability in the sales of the product that the blue line represents."
fb9931,A,3,diverge,animate,75226,"
In 2010 the line only goes down, although not so constantly so that the line looks straight, it is perceived that sales decrease as the years go by until 2020"
fb9931,A,4,converge,animate,58991,"It is a line that is not constant because it rises and falls depending on the passage of time, although at first glance you can see that in the end it rises more than it falls"
fb9931,A,5,diverge,plain,53426,"the line falls from the beginning and the fall is seen in a more linear and straight way, it does not rise at any time until it falls at the lowest point when it reaches 2020"
fb9931,A,6,converge,arrow,53615,"There is no linear change, however it is noticeable that from the beginning at the lowest point it increases little by little until in 2020 it reaches the point of highest sales."
fb9931,A,7,diverge,arrow,227737,"There is no linear change, however it is noticeable that since it starts at the highest point and increases little by little until in 2020 it reaches the point of highest sales."
fb9931,A,8,cross,animate,112139,"the line is at a low point at the beginning and is constantly changing, however from 2017 to 2020 there is a more linear increase, at the end the line reaches the highest point"
fb9931,A,9,cross,plain,63243,"The line looks more constant, although at the end of 2014 to 2020 there is a high, in 2020 it ends up reaching the highest point of sales that the product has"
fe06b6,A,1,diverge,arrow,293895,"The line has a decreasing way, which means that the Product is decreasing in sales. Product B has a higher sales value, and it´s rising on sale products. Also, an oscillation in Product B is very high, so it´s an unsteady Product to sell."
fe06b6,A,2,cross,plain,207214,"The line has an increasing way, which means that the Product is increasing in sales. Product A also, has little oscillation in sales, , maybe coul be a Product that have hig sales in especific periods of the years."
fe06b6,A,3,diverge,plain,178409,"The line has a decreasing way, which means that the Product A is decreasing over the years so the pruct loses interess as the years go by. Also had an oscillation Middle term, so it´s a Product that is going to die."
fe06b6,A,4,converge,animate,152481,"The line has an increasing way, which means that the Product is indecreasing in sales. Has a higher sales value over the years, so it´s a winer, it´s a mut bet product."
fe06b6,A,5,cross,arrow,124923,"Beside the oscilation on sales over the years, the Producy A line has an increasing way, which means that the Product is increasing in sales. Has evolved over the years, so it´s a winner, it´s a must have product."
fe06b6,A,6,converge,plain,133013,"The line has an increasing way, which means that Product A is increasing in quality. It has a higher sales value over the years, it´s a winner product."
fe06b6,A,7,converge,arrow,117700,"The line has an increasing way, which means that Product A is increasing in sales. Has a higher sales value over the years, beside the oscilation in 2012, but the increasing after that must be an inprovement that was done to the product."
fe06b6,A,8,cross,animate,61828,"The line has an increasing way, which means that Product A is increasing in sales. Has a higher sales value over the years, besides the oscillation in 2014, but the increase after that must had an improvement that was done to the product so it could go highrt."
fe06b6,A,9,diverge,animate,144384,"The line has an decreasing way, which means that Product A is decreasing in sales. Has a higher sales value in the beginig but it´s drooping like a kamicase over the years, besides the oscillation in 2015."
